Participant,Page,Page Name,Question,Order,Page Loaded,Response Type,Response Recorded,Confirmation_confirmed,Ellipse Scale_minRangeValue,Ellipse Scale_maxRangeValue,Ellipse Scale_completed,Discrete Scale_index,Discrete Scale_value,Choose One_label,Choose One_value,Free Text_text
61139cbab9eadaa0227cca3f,1,Intro,Rail User Survey (Interval) ,1,2024-05-27T18:39:51.8973913+00:00,Confirmation,2024-05-27T18:39:57.0218208+00:00,TRUE,,,,,,,,
61139cbab9eadaa0227cca3f,4,I1 ,,4,2024-05-27T18:40:00.3123344+00:00,Ellipse Scale,2024-05-27T18:40:01.5855394+00:00,,3.5886286906470564,4.8604753946628145,TRUE,,,,,
61139cbab9eadaa0227cca3f,5,S1,,5,2024-05-27T18:40:02.5160019+00:00,Ellipse Scale,2024-05-27T18:40:03.1536177+00:00,,3.650010741068791,4.602914953108268,TRUE,,,,,
61139cbab9eadaa0227cca3f,6,I2,,6,2024-05-27T18:40:03.8569674+00:00,Ellipse Scale,2024-05-27T18:40:04.4033376+00:00,,3.4055932349495484,4.749773764587998,TRUE,,,,,
61139cbab9eadaa0227cca3f,7,S2,,7,2024-05-27T18:40:05.192717+00:00,Ellipse Scale,2024-05-27T18:40:05.8688987+00:00,,3.314836072718765,4.319661576923218,TRUE,,,,,
61139cbab9eadaa0227cca3f,8,I3,,8,2024-05-27T18:40:06.7323623+00:00,Ellipse Scale,2024-05-27T18:40:07.2395679+00:00,,4.660616256304038,4.675375061656879,TRUE,,,,,
61139cbab9eadaa0227cca3f,9,S3,,9,2024-05-27T18:40:07.9646777+00:00,Ellipse Scale,2024-05-27T18:40:08.3922997+00:00,,4.817286452705476,4.847966852824235,TRUE,,,,,
61139cbab9eadaa0227cca3f,10,I4,,10,2024-05-27T18:40:09.1564961+00:00,Ellipse Scale,2024-05-27T18:40:09.7292003+00:00,,4.559282901908878,4.604589457629491,TRUE,,,,,
61139cbab9eadaa0227cca3f,11,S4,,11,2024-05-27T18:40:10.6288506+00:00,Ellipse Scale,2024-05-27T18:40:12.8208913+00:00,,4.2022453296885836,4.275497023854297,TRUE,,,,,
61139cbab9eadaa0227cca3f,12,I5,,12,2024-05-27T18:40:13.5914645+00:00,Ellipse Scale,2024-05-27T18:40:14.220496+00:00,,4.845953856940487,4.855450946268747,TRUE,,,,,
61139cbab9eadaa0227cca3f,13,S5,,13,2024-05-27T18:40:15.0823+00:00,Ellipse Scale,2024-05-27T18:40:15.6037631+00:00,,4.950186355415766,4.966038715,TRUE,,,,,
61139cbab9eadaa0227cca3f,14,I6,,14,2024-05-27T18:40:16.5979195+00:00,Ellipse Scale,2024-05-27T18:40:20.9174788+00:00,,4.764208123874477,4.8052816250822685,TRUE,,,,,
61139cbab9eadaa0227cca3f,15,S6,,15,2024-05-27T18:40:22.2061053+00:00,Ellipse Scale,2024-05-27T18:40:22.793142+00:00,,4.514487818571819,4.522772870297853,TRUE,,,,,
61139cbab9eadaa0227cca3f,16,I7,,16,2024-05-27T18:40:24.1982072+00:00,Ellipse Scale,2024-05-27T18:40:24.7729961+00:00,,4.564411442141167,4.602612183481941,TRUE,,,,,
61139cbab9eadaa0227cca3f,17,S7,,17,2024-05-27T18:40:25.8432352+00:00,Ellipse Scale,2024-05-27T18:40:27.1128285+00:00,,4.421100419374015,4.480464356837435,TRUE,,,,,
61139cbab9eadaa0227cca3f,18,I8,,18,2024-05-27T18:40:27.2558379+00:00,Ellipse Scale,2024-05-27T18:40:28.0265768+00:00,,4.438650986799896,4.456633296,TRUE,,,,,
61139cbab9eadaa0227cca3f,19,S8,,19,2024-05-27T18:40:29.3125893+00:00,Ellipse Scale,2024-05-27T18:40:29.9699444+00:00,,4.604361721711452,4.606863391449061,TRUE,,,,,
61139cbab9eadaa0227cca3f,20,I9,,20,2024-05-27T18:40:31.9206496+00:00,Ellipse Scale,2024-05-27T18:40:32.6832131+00:00,,4.617561664572682,4.669416305726793,TRUE,,,,,
61139cbab9eadaa0227cca3f,21,S9,,21,2024-05-27T18:40:33.5029248+00:00,Ellipse Scale,2024-05-27T18:40:34.1096701+00:00,,4.728789105944948,4.750707273431011,TRUE,,,,,
61139cbab9eadaa0227cca3f,22,I10,,22,2024-05-27T18:40:35.911601+00:00,Ellipse Scale,2024-05-27T18:40:36.927303+00:00,,4.7483305981312505,4.770084524340678,TRUE,,,,,
61139cbab9eadaa0227cca3f,23,S10,,23,2024-05-27T18:40:37.904675+00:00,Ellipse Scale,2024-05-27T18:40:38.6036654+00:00,,4.8489279469098685,4.851931564092091,TRUE,,,,,
61139cbab9eadaa0227cca3f,24,I11,,24,2024-05-27T18:40:39.5501857+00:00,Ellipse Scale,2024-05-27T18:40:40.3445731+00:00,,4.7856177109291025,4.819683206441962,TRUE,,,,,
61139cbab9eadaa0227cca3f,25,S11,,25,2024-05-27T18:40:41.7871549+00:00,Ellipse Scale,2024-05-27T18:40:42.4588399+00:00,,4.739376578223601,4.747372372515789,TRUE,,,,,
61139cbab9eadaa0227cca3f,26,I12,,26,2024-05-27T18:40:43.2831214+00:00,Ellipse Scale,2024-05-27T18:40:45.9410187+00:00,,4.569759962,4.612173156718422,TRUE,,,,,
61139cbab9eadaa0227cca3f,27,S12,,27,2024-05-27T18:40:46.8258134+00:00,Ellipse Scale,2024-05-27T18:40:47.4504567+00:00,,4.711962204059011,4.775014633932448,TRUE,,,,,
61139cbab9eadaa0227cca3f,28,I13,,28,2024-05-27T18:40:48.3229807+00:00,Ellipse Scale,2024-05-27T18:40:50.8006256+00:00,,4.285887937013481,4.3648733106660345,TRUE,,,,,
61139cbab9eadaa0227cca3f,29,S13,,29,2024-05-27T18:40:51.6766637+00:00,Ellipse Scale,2024-05-27T18:40:52.3189454+00:00,,3.9803269176025475,4.000078102,TRUE,,,,,
61139cbab9eadaa0227cca3f,30,I14,,30,2024-05-27T18:40:53.2115902+00:00,Ellipse Scale,2024-05-27T18:40:56.2962235+00:00,,4.393124072014339,4.397597613940176,TRUE,,,,,
61139cbab9eadaa0227cca3f,31,S14,,31,2024-05-27T18:40:57.265562+00:00,Ellipse Scale,2024-05-27T18:40:57.9750878+00:00,,4.454098643921174,4.458147984,TRUE,,,,,
61139cbab9eadaa0227cca3f,32,Overall,,32,2024-05-27T18:40:59.6346441+00:00,Ellipse Scale,2024-05-27T18:41:00.4215734+00:00,,4.581872961435604,4.584267694104814,TRUE,,,,,
61139cbab9eadaa0227cca3f,34,Ease,,34,2024-05-27T18:41:06.5526033+00:00,Discrete Scale,2024-05-27T18:41:07.9085716+00:00,,,,,7,8,,,
61139cbab9eadaa0227cca3f,35,Meaningfulness,,35,2024-05-27T18:41:10.8932412+00:00,Discrete Scale,2024-05-27T18:41:11.9271807+00:00,,,,,7,8,,,
61139cbab9eadaa0227cca3f,37,Device,,37,2024-05-27T18:41:15.5328067+00:00,Choose One,2024-05-27T18:41:16.3092024+00:00,,,,,,,Desktop,0,
61139cbab9eadaa0227cca3f,38,Free text,,38,2024-05-27T18:41:17.2503914+00:00,Free Text,0001-01-01T00:00:00+00:00,,,,,,,,,
61139cbab9eadaa0227cca3f,39,Time,,39,2024-05-27T18:41:18.671119+00:00,Choose One,2024-05-27T18:41:20.0841011+00:00,,,,,,,Within the last 14 days,1,
61139cbab9eadaa0227cca3f,40,Frequency,,40,2024-05-27T18:41:20.9318217+00:00,Choose One,2024-05-27T18:41:21.9534713+00:00,,,,,,,Weekly,1,
61139cbab9eadaa0227cca3f,41,Propose,,41,2024-05-27T18:41:23.0136889+00:00,Choose One,2024-05-27T18:41:26.9391882+00:00,,,,,,,Commuting,0,
61139cbab9eadaa0227cca3f,42,Gender,,42,2024-05-27T18:41:29.9829717+00:00,Choose One,2024-05-27T18:41:31.1051576+00:00,,,,,,,Female,1,
61139cbab9eadaa0227cca3f,43,Age,,43,2024-05-27T18:41:32.3939917+00:00,Choose One,2024-05-27T18:41:33.5049625+00:00,,,,,,,25-34 years,1,
5c545b99c3d94f00014a2149,1,Intro,Rail User Survey (Interval) ,1,2024-05-27T18:52:41.9833121+00:00,Confirmation,2024-05-27T18:53:35.7581913+00:00,TRUE,,,,,,,,
5c545b99c3d94f00014a2149,4,I1 ,,4,2024-05-27T18:54:38.6243446+00:00,Ellipse Scale,2024-05-27T18:54:48.9818237+00:00,,3.765908746,5,TRUE,,,,,
5c545b99c3d94f00014a2149,5,S1,,5,2024-05-27T18:54:50.5279497+00:00,Ellipse Scale,2024-05-27T18:54:57.3006315+00:00,,3.754661366385537,4.515998257015873,TRUE,,,,,
5c545b99c3d94f00014a2149,6,I2,,6,2024-05-27T18:55:01.4323662+00:00,Ellipse Scale,2024-05-27T18:55:07.9230999+00:00,,2.2171764168976735,2.683851765105702,TRUE,,,,,
5c545b99c3d94f00014a2149,7,S2,,7,2024-05-27T18:55:09.161123+00:00,Ellipse Scale,2024-05-27T18:55:16.1622366+00:00,,1.9665163101216256,2.6732421354585822,TRUE,,,,,
5c545b99c3d94f00014a2149,8,I3,,8,2024-05-27T18:55:17.4143884+00:00,Ellipse Scale,2024-05-27T18:55:22.6002029+00:00,,3.7200231675634847,4.3164963406030585,TRUE,,,,,
5c545b99c3d94f00014a2149,9,S3,,9,2024-05-27T18:55:23.2488645+00:00,Ellipse Scale,2024-05-27T18:55:28.7053723+00:00,,4.019948526167217,4.675277645086661,TRUE,,,,,
5c545b99c3d94f00014a2149,10,I4,,10,2024-05-27T18:55:29.7771876+00:00,Ellipse Scale,2024-05-27T18:55:33.3765659+00:00,,4.576702731,5,TRUE,,,,,
5c545b99c3d94f00014a2149,11,S4,,11,2024-05-27T18:55:34.6977405+00:00,Ellipse Scale,2024-05-27T18:55:38.4974379+00:00,,4.925236509259021,4.9453668810939275,TRUE,,,,,
5c545b99c3d94f00014a2149,12,I5,,12,2024-05-27T18:55:40.6026506+00:00,Ellipse Scale,2024-05-27T18:55:44.5650281+00:00,,4.515117446244309,4.8178526089091624,TRUE,,,,,
5c545b99c3d94f00014a2149,13,S5,,13,2024-05-27T18:55:45.7418912+00:00,Ellipse Scale,2024-05-27T18:55:56.6396656+00:00,,4.476559536,4.638829533000802,TRUE,,,,,
5c545b99c3d94f00014a2149,14,I6,,14,2024-05-27T18:56:07.3122959+00:00,Ellipse Scale,2024-05-27T18:56:14.0119103+00:00,,4.181259341,4.542770944,TRUE,,,,,
5c545b99c3d94f00014a2149,15,S6,,15,2024-05-27T18:56:15.1286467+00:00,Ellipse Scale,0001-01-01T00:00:00+00:00,,,,,,,,,
5c545b99c3d94f00014a2149,16,I7,,16,2024-05-27T18:56:20.7112413+00:00,Ellipse Scale,2024-05-27T18:56:23.8544192+00:00,,4.672322920209366,5,TRUE,,,,,
5c545b99c3d94f00014a2149,17,S7,,17,2024-05-27T18:56:24.8990282+00:00,Ellipse Scale,2024-05-27T18:56:42.3636442+00:00,,3.1863117753860988,3.5543500617187096,TRUE,,,,,
5c545b99c3d94f00014a2149,18,I8,,18,2024-05-27T18:56:43.4082459+00:00,Ellipse Scale,2024-05-27T18:56:52.7597256+00:00,,3.806094948796397,4.276120107016563,TRUE,,,,,
5c545b99c3d94f00014a2149,19,S8,,19,2024-05-27T18:56:53.1671458+00:00,Ellipse Scale,2024-05-27T18:57:02.5567557+00:00,,4.585983568595875,4.756952767769265,TRUE,,,,,
5c545b99c3d94f00014a2149,20,I9,,20,2024-05-27T18:57:03.6550214+00:00,Ellipse Scale,2024-05-27T18:57:07.5879264+00:00,,1.8513862610612106,1.9064399103266285,TRUE,,,,,
5c545b99c3d94f00014a2149,21,S9,,21,2024-05-27T18:57:09.2211726+00:00,Ellipse Scale,0001-01-01T00:00:00+00:00,,,,,,,,,
5c545b99c3d94f00014a2149,22,I10,,22,2024-05-27T18:57:11.9255484+00:00,Ellipse Scale,2024-05-27T18:57:31.1849658+00:00,,4.852421624668816,4.867268115614684,TRUE,,,,,
5c545b99c3d94f00014a2149,23,S10,,23,2024-05-27T18:57:32.2778082+00:00,Ellipse Scale,2024-05-27T18:57:44.9414236+00:00,,4.711864647491993,4.753457220933708,TRUE,,,,,
5c545b99c3d94f00014a2149,24,I11,,24,2024-05-27T18:57:45.926288+00:00,Ellipse Scale,2024-05-27T18:57:51.7330878+00:00,,1.9804291665470821,1.9835312807600314,TRUE,,,,,
5c545b99c3d94f00014a2149,25,S11,,25,2024-05-27T18:57:52.7458387+00:00,Ellipse Scale,2024-05-27T18:57:56.7132041+00:00,,1.5284790098393612,2.9873257958164237,TRUE,,,,,
5c545b99c3d94f00014a2149,26,I12,,26,2024-05-27T18:57:57.7066154+00:00,Ellipse Scale,2024-05-27T18:58:00.8783647+00:00,,3.888695121349788,5,TRUE,,,,,
5c545b99c3d94f00014a2149,27,S12,,27,2024-05-27T18:58:01.9388575+00:00,Ellipse Scale,0001-01-01T00:00:00+00:00,,,,,,,,,
5c545b99c3d94f00014a2149,28,I13,,28,2024-05-27T18:58:04.6643448+00:00,Ellipse Scale,2024-05-27T18:58:08.3212184+00:00,,4.298963731837448,4.533755075945038,TRUE,,,,,
5c545b99c3d94f00014a2149,29,S13,,29,2024-05-27T18:58:09.2831383+00:00,Ellipse Scale,0001-01-01T00:00:00+00:00,,,,,,,,,
5c545b99c3d94f00014a2149,30,I14,,30,2024-05-27T18:58:11.9778133+00:00,Ellipse Scale,2024-05-27T18:58:23.3965735+00:00,,3.966307668365432,4.179442005151616,TRUE,,,,,
5c545b99c3d94f00014a2149,31,S14,,31,2024-05-27T18:58:24.3692131+00:00,Ellipse Scale,2024-05-27T18:58:27.231963+00:00,,4.377892059673352,4.409218258,TRUE,,,,,
5c545b99c3d94f00014a2149,32,Overall,,32,2024-05-27T18:58:28.1507363+00:00,Ellipse Scale,2024-05-27T18:58:32.0375698+00:00,,3.7424496001744796,4.407601824472973,TRUE,,,,,
5c545b99c3d94f00014a2149,34,Ease,,34,2024-05-27T18:58:47.5862252+00:00,Discrete Scale,2024-05-27T18:58:55.2110834+00:00,,,,,7,8,,,
5c545b99c3d94f00014a2149,35,Meaningfulness,,35,2024-05-27T18:58:56.0024252+00:00,Discrete Scale,2024-05-27T18:59:00.8842486+00:00,,,,,6,7,,,
5c545b99c3d94f00014a2149,37,Device,,37,2024-05-27T18:59:04.0382268+00:00,Choose One,2024-05-27T18:59:08.1480703+00:00,,,,,,,Mobile phone,1,
5c545b99c3d94f00014a2149,38,Free text,,38,2024-05-27T18:59:09.195627+00:00,Free Text,0001-01-01T00:00:00+00:00,,,,,,,,,
5c545b99c3d94f00014a2149,39,Time,,39,2024-05-27T18:59:14.528555+00:00,Choose One,2024-05-27T18:59:17.0201825+00:00,,,,,,,Within the last 7 days,0,
5c545b99c3d94f00014a2149,40,Frequency,,40,2024-05-27T18:59:18.1349597+00:00,Choose One,2024-05-27T18:59:22.8840435+00:00,,,,,,,Very rarely or never,5,
5c545b99c3d94f00014a2149,41,Propose,,41,2024-05-27T18:59:23.7758014+00:00,Choose One,2024-05-27T18:59:28.3225232+00:00,,,,,,,Leisure /Eating out /Non-essential shopping ,4,
5c545b99c3d94f00014a2149,42,Gender,,42,2024-05-27T18:59:29.3474962+00:00,Choose One,2024-05-27T18:59:30.8094498+00:00,,,,,,,Female,1,
5c545b99c3d94f00014a2149,43,Age,,43,2024-05-27T18:59:31.6436976+00:00,Choose One,2024-05-27T18:59:34.3249925+00:00,,,,,,,45-54 years,3,
5969173867a8600001b7143b,1,Intro,Rail User Survey (Interval) ,1,2024-05-27T18:59:22.8899949+00:00,Confirmation,2024-05-27T18:59:42.0937755+00:00,TRUE,,,,,,,,
5969173867a8600001b7143b,4,I1 ,,4,2024-05-27T19:00:16.9104836+00:00,Ellipse Scale,2024-05-27T19:00:25.6932769+00:00,,4.435791166646047,4.439169008221626,TRUE,,,,,
5969173867a8600001b7143b,5,S1,,5,2024-05-27T19:00:26.8389864+00:00,Ellipse Scale,2024-05-27T19:00:36.8441395+00:00,,4.318751584270007,4.344833071172302,TRUE,,,,,
5969173867a8600001b7143b,6,I2,,6,2024-05-27T19:00:37.8033754+00:00,Ellipse Scale,2024-05-27T19:00:45.0334671+00:00,,4.524224727485201,5,TRUE,,,,,
5969173867a8600001b7143b,7,S2,,7,2024-05-27T19:00:46.0940276+00:00,Ellipse Scale,2024-05-27T19:00:55.5229982+00:00,,1.5455895088457257,2.3682486964699705,TRUE,,,,,
5969173867a8600001b7143b,8,I3,,8,2024-05-27T19:00:56.5444654+00:00,Ellipse Scale,2024-05-27T19:01:18.4964267+00:00,,4.538537671656563,5,TRUE,,,,,
5969173867a8600001b7143b,9,S3,,9,2024-05-27T19:01:19.5790139+00:00,Ellipse Scale,2024-05-27T19:01:26.4113867+00:00,,1,1.5894473853956619,TRUE,,,,,
5969173867a8600001b7143b,10,I4,,10,2024-05-27T19:01:27.3223487+00:00,Ellipse Scale,2024-05-27T19:01:31.456485+00:00,,3.569590498577261,3.936662312644752,TRUE,,,,,
5969173867a8600001b7143b,11,S4,,11,2024-05-27T19:01:32.3692623+00:00,Ellipse Scale,2024-05-27T19:01:34.1723773+00:00,,1,1.2383108506380451,TRUE,,,,,
5969173867a8600001b7143b,12,I5,,12,2024-05-27T19:01:34.9495828+00:00,Ellipse Scale,2024-05-27T19:01:38.3964665+00:00,,3.6242552193828534,4.364344921440059,TRUE,,,,,
5969173867a8600001b7143b,13,S5,,13,2024-05-27T19:01:39.2441343+00:00,Ellipse Scale,2024-05-27T19:01:40.4246634+00:00,,1,1.3940590977978473,TRUE,,,,,
5969173867a8600001b7143b,14,I6,,14,2024-05-27T19:01:41.1839033+00:00,Ellipse Scale,2024-05-27T19:01:46.4661947+00:00,,4.760237535568477,4.760612592,TRUE,,,,,
5969173867a8600001b7143b,15,S6,,15,2024-05-27T19:01:47.2506455+00:00,Ellipse Scale,2024-05-27T19:01:57.9942052+00:00,,1,1.3524576489324935,TRUE,,,,,
5969173867a8600001b7143b,16,I7,,16,2024-05-27T19:01:58.8182419+00:00,Ellipse Scale,2024-05-27T19:02:02.1915403+00:00,,4.591578015610871,5,TRUE,,,,,
5969173867a8600001b7143b,17,S7,,17,2024-05-27T19:02:03.0944755+00:00,Ellipse Scale,2024-05-27T19:02:07.5595984+00:00,,1.6835659039945068,2.5115674873190645,TRUE,,,,,
5969173867a8600001b7143b,18,I8,,18,2024-05-27T19:02:08.3193031+00:00,Ellipse Scale,2024-05-27T19:02:12.206075+00:00,,3.264205160522083,3.6992453297043175,TRUE,,,,,
5969173867a8600001b7143b,19,S8,,19,2024-05-27T19:02:13.1341498+00:00,Ellipse Scale,2024-05-27T19:02:15.5335493+00:00,,3.5430334660612197,4.2218235803538295,TRUE,,,,,
5969173867a8600001b7143b,20,I9,,20,2024-05-27T19:02:16.2124999+00:00,Ellipse Scale,2024-05-27T19:02:18.6054002+00:00,,4.570558043,4.651842899152067,TRUE,,,,,
5969173867a8600001b7143b,21,S9,,21,2024-05-27T19:02:19.6047549+00:00,Ellipse Scale,2024-05-27T19:02:23.9240605+00:00,,1,1.7514536681925028,TRUE,,,,,
5969173867a8600001b7143b,22,I10,,22,2024-05-27T19:02:24.586968+00:00,Ellipse Scale,2024-05-27T19:02:29.9363061+00:00,,3.5344808831473435,4.248720190666528,TRUE,,,,,
5969173867a8600001b7143b,23,S10,,23,2024-05-27T19:02:30.1304436+00:00,Ellipse Scale,2024-05-27T19:02:36.3254742+00:00,,2.7175133188481997,3.3978370670013587,TRUE,,,,,
5969173867a8600001b7143b,24,I11,,24,2024-05-27T19:02:37.0933507+00:00,Ellipse Scale,2024-05-27T19:02:40.6724867+00:00,,2.3226116235415586,3.1449669208371933,TRUE,,,,,
5969173867a8600001b7143b,25,S11,,25,2024-05-27T19:02:41.4972239+00:00,Ellipse Scale,2024-05-27T19:02:44.4439721+00:00,,3.099550253454149,3.9262275377898805,TRUE,,,,,
5969173867a8600001b7143b,26,I12,,26,2024-05-27T19:02:45.1849967+00:00,Ellipse Scale,2024-05-27T19:02:47.2642909+00:00,,3.588537405392558,4.3010021031795125,TRUE,,,,,
5969173867a8600001b7143b,27,S12,,27,2024-05-27T19:02:48.9312513+00:00,Ellipse Scale,2024-05-27T19:02:51.467637+00:00,,3.4839545818759032,4.195167117879158,TRUE,,,,,
5969173867a8600001b7143b,28,I13,,28,2024-05-27T19:02:52.0532725+00:00,Ellipse Scale,2024-05-27T19:02:56.1205991+00:00,,4.470031105460803,4.804978034134438,TRUE,,,,,
5969173867a8600001b7143b,29,S13,,29,2024-05-27T19:02:57.8834101+00:00,Ellipse Scale,0001-01-01T00:00:00+00:00,,,,,,,,,
5969173867a8600001b7143b,30,I14,,30,2024-05-27T19:03:01.052534+00:00,Ellipse Scale,2024-05-27T19:03:05.5787683+00:00,,2.8244905273127427,3.477545465792404,TRUE,,,,,
5969173867a8600001b7143b,31,S14,,31,2024-05-27T19:03:06.3956231+00:00,Ellipse Scale,2024-05-27T19:03:08.4629902+00:00,,1.8147964864530497,2.5109961110249293,TRUE,,,,,
5969173867a8600001b7143b,32,Overall,,32,2024-05-27T19:03:09.143819+00:00,Ellipse Scale,2024-05-27T19:03:11.8293026+00:00,,2.7623722135703344,3.3350241247061736,TRUE,,,,,
5969173867a8600001b7143b,34,Ease,,34,2024-05-27T19:03:16.5358344+00:00,Discrete Scale,2024-05-27T19:03:21.2081454+00:00,,,,,6,7,,,
5969173867a8600001b7143b,35,Meaningfulness,,35,2024-05-27T19:03:22.8659303+00:00,Discrete Scale,2024-05-27T19:03:27.3547056+00:00,,,,,5,6,,,
5969173867a8600001b7143b,37,Device,,37,2024-05-27T19:03:31.2557384+00:00,Choose One,2024-05-27T19:03:33.2736777+00:00,,,,,,,Mobile phone,1,
5969173867a8600001b7143b,38,Free text,,38,2024-05-27T19:03:33.971585+00:00,Free Text,2024-05-27T19:03:38.2113578+00:00,,,,,,,,,No 
5969173867a8600001b7143b,39,Time,,39,2024-05-27T19:03:39.0476453+00:00,Choose One,2024-05-27T19:03:40.562041+00:00,,,,,,,Within the last 7 days,0,
5969173867a8600001b7143b,40,Frequency,,40,2024-05-27T19:03:41.3993551+00:00,Choose One,2024-05-27T19:03:42.8104975+00:00,,,,,,,Monthly,2,
5969173867a8600001b7143b,41,Propose,,41,2024-05-27T19:03:43.5541853+00:00,Choose One,2024-05-27T19:03:45.6396671+00:00,,,,,,,Business / Work Travel,1,
5969173867a8600001b7143b,42,Gender,,42,2024-05-27T19:03:46.828219+00:00,Choose One,2024-05-27T19:03:47.9743469+00:00,,,,,,,Female,1,
5969173867a8600001b7143b,43,Age,,43,2024-05-27T19:03:48.6700032+00:00,Choose One,2024-05-27T19:03:50.0732987+00:00,,,,,,,35-44 years,2,
5fb9409de225257587072ef9,1,Intro,Rail User Survey (Interval) ,1,2024-05-27T18:59:45.3704379+00:00,Confirmation,2024-05-27T18:59:50.4967222+00:00,TRUE,,,,,,,,
5fb9409de225257587072ef9,4,I1 ,,4,2024-05-27T18:59:58.1059091+00:00,Ellipse Scale,2024-05-27T19:00:04.1333803+00:00,,2.523214808988018,2.6900986895255015,TRUE,,,,,
5fb9409de225257587072ef9,5,S1,,5,2024-05-27T19:00:07.952568+00:00,Ellipse Scale,2024-05-27T19:00:19.3030632+00:00,,1.0935583839500373,1.9062111841780922,TRUE,,,,,
5fb9409de225257587072ef9,6,I2,,6,2024-05-27T19:00:20.992223+00:00,Ellipse Scale,2024-05-27T19:00:28.7945293+00:00,,4.836760079497432,4.9287808906964825,TRUE,,,,,
5fb9409de225257587072ef9,7,S2,,7,2024-05-27T19:00:30.2715118+00:00,Ellipse Scale,2024-05-27T19:00:37.9231079+00:00,,1.4073655815749946,1.4165536308186648,TRUE,,,,,
5fb9409de225257587072ef9,8,I3,,8,2024-05-27T19:00:39.3394078+00:00,Ellipse Scale,2024-05-27T19:00:43.0186927+00:00,,4.9461370086520535,4.963595640815248,TRUE,,,,,
5fb9409de225257587072ef9,9,S3,,9,2024-05-27T19:00:44.3912642+00:00,Ellipse Scale,2024-05-27T19:00:48.3799605+00:00,,1.0730332008791703,1.0946236080885008,TRUE,,,,,
5fb9409de225257587072ef9,10,I4,,10,2024-05-27T19:00:49.9311668+00:00,Ellipse Scale,2024-05-27T19:00:54.0491389+00:00,,4.1501600271013785,4.151340393361668,TRUE,,,,,
5fb9409de225257587072ef9,11,S4,,11,2024-05-27T19:00:55.5630513+00:00,Ellipse Scale,2024-05-27T19:00:57.5870534+00:00,,1.0495435422113282,1.0537567566058563,TRUE,,,,,
5fb9409de225257587072ef9,12,I5,,12,2024-05-27T19:01:00.298595+00:00,Ellipse Scale,2024-05-27T19:01:24.2416251+00:00,,4.889509761444534,4.8897215870194515,TRUE,,,,,
5fb9409de225257587072ef9,13,S5,,13,2024-05-27T19:01:25.6392235+00:00,Ellipse Scale,2024-05-27T19:01:28.2848155+00:00,,2.4111903910073655,2.4194865794050013,TRUE,,,,,
5fb9409de225257587072ef9,14,I6,,14,2024-05-27T19:01:29.8653866+00:00,Ellipse Scale,2024-05-27T19:01:35.6270828+00:00,,4.897993019727862,4.907251045589797,TRUE,,,,,
5fb9409de225257587072ef9,15,S6,,15,2024-05-27T19:01:36.9158287+00:00,Ellipse Scale,2024-05-27T19:01:40.4550132+00:00,,1.1027933841936408,1.1101612819410986,TRUE,,,,,
5fb9409de225257587072ef9,16,I7,,16,2024-05-27T19:01:41.7791987+00:00,Ellipse Scale,2024-05-27T19:01:59.9931537+00:00,,4.346838324877092,4.350058819317077,TRUE,,,,,
5fb9409de225257587072ef9,17,S7,,17,2024-05-27T19:02:00.500764+00:00,Ellipse Scale,2024-05-27T19:02:02.2409162+00:00,,3.538233440220115,3.538233440220115,TRUE,,,,,
5fb9409de225257587072ef9,18,I8,,18,2024-05-27T19:02:03.3506863+00:00,Ellipse Scale,2024-05-27T19:02:13.8098065+00:00,,4.868929444495587,4.868929444495587,TRUE,,,,,
5fb9409de225257587072ef9,19,S8,,19,2024-05-27T19:02:14.8688872+00:00,Ellipse Scale,2024-05-27T19:02:17.1620476+00:00,,3.173066448801743,3.173066448801743,TRUE,,,,,
5fb9409de225257587072ef9,20,I9,,20,2024-05-27T19:02:18.4015906+00:00,Ellipse Scale,2024-05-27T19:02:21.502213+00:00,,4.8266567451184965,4.8266567451184965,TRUE,,,,,
5fb9409de225257587072ef9,21,S9,,21,2024-05-27T19:02:22.5861547+00:00,Ellipse Scale,2024-05-27T19:02:24.6743151+00:00,,4.072087207,4.072087207,TRUE,,,,,
5fb9409de225257587072ef9,22,I10,,22,2024-05-27T19:02:25.7934281+00:00,Ellipse Scale,2024-05-27T19:02:29.9409258+00:00,,4.906915165648941,4.906915165648941,TRUE,,,,,
5fb9409de225257587072ef9,23,S10,,23,2024-05-27T19:02:30.9377372+00:00,Ellipse Scale,2024-05-27T19:02:32.9911346+00:00,,4.207948809414219,4.207948809414219,TRUE,,,,,
5fb9409de225257587072ef9,24,I11,,24,2024-05-27T19:02:33.9171389+00:00,Ellipse Scale,2024-05-27T19:02:37.9623102+00:00,,2.7638419021755807,2.7638419021755807,TRUE,,,,,
5fb9409de225257587072ef9,25,S11,,25,2024-05-27T19:02:40.25221+00:00,Ellipse Scale,2024-05-27T19:02:55.5166238+00:00,,1.829986355836768,1.8311000853728152,TRUE,,,,,
5fb9409de225257587072ef9,26,I12,,26,2024-05-27T19:02:56.7488901+00:00,Ellipse Scale,2024-05-27T19:03:00.9307502+00:00,,4.723440741763336,4.7241255877641954,TRUE,,,,,
5fb9409de225257587072ef9,27,S12,,27,2024-05-27T19:03:01.9986173+00:00,Ellipse Scale,2024-05-27T19:03:03.8806131+00:00,,1.6335557371096585,1.6335557371096585,TRUE,,,,,
