Participant,Page,Page Name,Question,Order,Page Loaded,Response Type,Response Recorded,Confirmation_confirmed,Discrete Scale_index,Discrete Scale_value,Choose One_label,Choose One_value,Free Text_text
5ee637a18976fc391312fe01,25,S11,,25,2024-05-27T19:54:23.2913521+00:00,Discrete Scale,2024-05-27T19:54:24.2469135+00:00,,4.0,  ,,,
5ee637a18976fc391312fe01,26,I12,,26,2024-05-27T19:54:25.4188058+00:00,Discrete Scale,2024-05-27T19:54:27.4581334+00:00,,5.0,Very Important,,,
5ee637a18976fc391312fe01,27,S12,,27,2024-05-27T19:54:28.3824583+00:00,Discrete Scale,2024-05-27T19:54:29.6854661+00:00,,4.0,  ,,,
5ee637a18976fc391312fe01,28,I13,,28,2024-05-27T19:54:30.4112113+00:00,Discrete Scale,2024-05-27T19:54:32.5253506+00:00,,5.0,Very Important,,,
5ee637a18976fc391312fe01,29,S13,,29,2024-05-27T19:54:33.2812485+00:00,Discrete Scale,2024-05-27T19:54:35.1117421+00:00,,4.0,  ,,,
5ee637a18976fc391312fe01,30,I14,,30,2024-05-27T19:54:35.9152966+00:00,Discrete Scale,2024-05-27T19:54:38.953371+00:00,,5.0,Very Important,,,
5ee637a18976fc391312fe01,31,S14,,31,2024-05-27T19:54:39.676937+00:00,Discrete Scale,2024-05-27T19:54:40.5937895+00:00,,4.0,  ,,,
5ee637a18976fc391312fe01,32,Overall,,32,2024-05-27T19:54:41.3801502+00:00,Discrete Scale,2024-05-27T19:54:48.2198286+00:00,,3.0,  ,,,
5ee637a18976fc391312fe01,34,Ease,,34,2024-05-27T19:54:52.0336215+00:00,Discrete Scale,2024-05-27T19:55:00.4075079+00:00,,8.0,9,,,
5ee637a18976fc391312fe01,35,Meaningfulness,,35,2024-05-27T19:55:00.9452259+00:00,Discrete Scale,2024-05-27T19:55:04.0005636+00:00,,8.0,9,,,
5ee637a18976fc391312fe01,37,Device,,37,2024-05-27T19:55:07.4025099+00:00,Choose One,2024-05-27T19:55:09.8176844+00:00,,,,Mobile phone,1.0,
5ee637a18976fc391312fe01,38,Free text,,38,2024-05-27T19:55:12.0885046+00:00,Free Text,2024-05-27T19:55:24.3269695+00:00,,,,,,No
5ee637a18976fc391312fe01,39,Time,,39,2024-05-27T19:55:24.5497064+00:00,Choose One,2024-05-27T19:55:26.8550657+00:00,,,,Within the last 7 days,0.0,
5ee637a18976fc391312fe01,40,Frequency,,40,2024-05-27T19:55:28.1530756+00:00,Choose One,2024-05-27T19:55:30.8012231+00:00,,,,Monthly,2.0,
5ee637a18976fc391312fe01,41,Propose,,41,2024-05-27T19:55:32.845902+00:00,Choose One,2024-05-27T19:55:38.3549645+00:00,,,,Leisure /Eating out /Non-essential shopping ,4.0,
5ee637a18976fc391312fe01,42,Gender,,42,2024-05-27T19:55:39.6891422+00:00,Choose One,2024-05-27T19:55:41.4628432+00:00,,,,Male,0.0,
5ee637a18976fc391312fe01,43,Age,,43,2024-05-27T19:55:42.6213642+00:00,Choose One,2024-05-27T19:55:44.295036+00:00,,,,45-54 years,3.0,
58f66711f4ce600001016eeb,1,Intro,Rail User Survey (5-point) ,1,2024-05-27T19:52:36.8964902+00:00,Confirmation,2024-05-27T19:52:52.398251+00:00,True,,,,,
58f66711f4ce600001016eeb,4,I1,,4,2024-05-27T19:53:13.5551425+00:00,Discrete Scale,2024-05-27T19:53:17.8670751+00:00,,4.0, ,,,
58f66711f4ce600001016eeb,5,S1,,5,2024-05-27T19:53:18.9989136+00:00,Discrete Scale,2024-05-27T19:53:23.1925171+00:00,,3.0, ,,,
58f66711f4ce600001016eeb,6,I2,,6,2024-05-27T19:53:24.0669564+00:00,Discrete Scale,2024-05-27T19:53:25.2931581+00:00,,3.0, ,,,
58f66711f4ce600001016eeb,7,S2,,7,2024-05-27T19:53:26.7771168+00:00,Discrete Scale,2024-05-27T19:53:28.7366792+00:00,,3.0, ,,,
58f66711f4ce600001016eeb,8,I3,,8,2024-05-27T19:53:29.7402815+00:00,Discrete Scale,2024-05-27T19:53:34.4194527+00:00,,4.0,  ,,,
58f66711f4ce600001016eeb,9,S3,,9,2024-05-27T19:53:35.3436578+00:00,Discrete Scale,2024-05-27T19:53:38.5274844+00:00,,3.0,  ,,,
58f66711f4ce600001016eeb,10,I4,,10,2024-05-27T19:53:39.9877405+00:00,Discrete Scale,2024-05-27T19:53:41.5912578+00:00,,4.0,  ,,,
58f66711f4ce600001016eeb,11,S4,,11,2024-05-27T19:53:42.5030054+00:00,Discrete Scale,2024-05-27T19:53:44.6544269+00:00,,3.0,  ,,,
58f66711f4ce600001016eeb,12,I5,,12,2024-05-27T19:53:45.6191302+00:00,Discrete Scale,2024-05-27T19:53:48.7608792+00:00,,4.0,  ,,,
58f66711f4ce600001016eeb,13,S5,,13,2024-05-27T19:53:49.6131576+00:00,Discrete Scale,2024-05-27T19:53:50.583721+00:00,,3.0,  ,,,
58f66711f4ce600001016eeb,14,I6,,14,2024-05-27T19:53:51.4244073+00:00,Discrete Scale,2024-05-27T19:53:54.427882+00:00,,4.0,  ,,,
58f66711f4ce600001016eeb,15,S6,,15,2024-05-27T19:53:55.2443112+00:00,Discrete Scale,2024-05-27T19:53:58.3086039+00:00,,2.0,  ,,,
58f66711f4ce600001016eeb,16,I7,,16,2024-05-27T19:53:59.1595973+00:00,Discrete Scale,2024-05-27T19:54:03.4373595+00:00,,5.0,Very Important,,,
58f66711f4ce600001016eeb,17,S7,,17,2024-05-27T19:54:04.5671309+00:00,Discrete Scale,2024-05-27T19:54:05.8178597+00:00,,5.0,Very Satisfied,,,
58f66711f4ce600001016eeb,18,I8,,18,2024-05-27T19:54:06.7085113+00:00,Discrete Scale,2024-05-27T19:54:09.9289941+00:00,,4.0,  ,,,
58f66711f4ce600001016eeb,19,S8,,19,2024-05-27T19:54:10.7728244+00:00,Discrete Scale,2024-05-27T19:54:12.2920311+00:00,,3.0,  ,,,
58f66711f4ce600001016eeb,20,I9,,20,2024-05-27T19:54:13.1699981+00:00,Discrete Scale,2024-05-27T19:54:15.2269554+00:00,,3.0,  ,,,
58f66711f4ce600001016eeb,21,S9,,21,2024-05-27T19:54:16.8495593+00:00,Discrete Scale,2024-05-27T19:54:17.7048735+00:00,,3.0,  ,,,
58f66711f4ce600001016eeb,22,I10,,22,2024-05-27T19:54:18.5998693+00:00,Discrete Scale,2024-05-27T19:54:23.4584108+00:00,,4.0,  ,,,
58f66711f4ce600001016eeb,23,S10,,23,2024-05-27T19:54:24.147365+00:00,Discrete Scale,2024-05-27T19:54:25.0308766+00:00,,3.0,  ,,,
58f66711f4ce600001016eeb,24,I11,,24,2024-05-27T19:54:25.7548971+00:00,Discrete Scale,2024-05-27T19:54:28.0260581+00:00,,3.0,  ,,,
58f66711f4ce600001016eeb,25,S11,,25,2024-05-27T19:54:28.8555914+00:00,Discrete Scale,2024-05-27T19:54:29.8194814+00:00,,3.0,  ,,,
58f66711f4ce600001016eeb,26,I12,,26,2024-05-27T19:54:30.6564138+00:00,Discrete Scale,2024-05-27T19:54:32.3252556+00:00,,4.0,  ,,,
58f66711f4ce600001016eeb,27,S12,,27,2024-05-27T19:54:33.0301395+00:00,Discrete Scale,2024-05-27T19:54:33.870768+00:00,,3.0,  ,,,
58f66711f4ce600001016eeb,28,I13,,28,2024-05-27T19:54:34.8340567+00:00,Discrete Scale,2024-05-27T19:54:37.5853009+00:00,,4.0,  ,,,
58f66711f4ce600001016eeb,29,S13,,29,2024-05-27T19:54:39.0557524+00:00,Discrete Scale,2024-05-27T19:54:39.9513015+00:00,,3.0,  ,,,
58f66711f4ce600001016eeb,30,I14,,30,2024-05-27T19:54:40.8194597+00:00,Discrete Scale,2024-05-27T19:54:46.3790711+00:00,,3.0,  ,,,
58f66711f4ce600001016eeb,31,S14,,31,2024-05-27T19:54:47.1640718+00:00,Discrete Scale,2024-05-27T19:54:47.931653+00:00,,2.0,  ,,,
58f66711f4ce600001016eeb,32,Overall,,32,2024-05-27T19:54:48.8873251+00:00,Discrete Scale,2024-05-27T19:54:52.3389071+00:00,,2.0,  ,,,
58f66711f4ce600001016eeb,34,Ease,,34,2024-05-27T19:54:57.9261332+00:00,Discrete Scale,2024-05-27T19:55:04.7856405+00:00,,8.0,9,,,
58f66711f4ce600001016eeb,35,Meaningfulness,,35,2024-05-27T19:55:05.5041867+00:00,Discrete Scale,2024-05-27T19:55:10.6567175+00:00,,7.0,8,,,
58f66711f4ce600001016eeb,37,Device,,37,2024-05-27T19:55:14.3896697+00:00,Choose One,2024-05-27T19:55:16.5093705+00:00,,,,Mobile phone,1.0,
58f66711f4ce600001016eeb,38,Free text,,38,2024-05-27T19:55:17.4625893+00:00,Free Text,0001-01-01T00:00:00+00:00,,,,,,
58f66711f4ce600001016eeb,39,Time,,39,2024-05-27T19:55:22.6177685+00:00,Choose One,2024-05-27T19:55:31.8737238+00:00,,,,Within the last 7 days,0.0,
58f66711f4ce600001016eeb,40,Frequency,,40,2024-05-27T19:55:32.934955+00:00,Choose One,2024-05-27T19:55:34.9194444+00:00,,,,Monthly,2.0,
58f66711f4ce600001016eeb,41,Propose,,41,2024-05-27T19:55:35.9323206+00:00,Choose One,2024-05-27T19:55:40.8986261+00:00,,,,Leisure /Eating out /Non-essential shopping ,4.0,
58f66711f4ce600001016eeb,42,Gender,,42,2024-05-27T19:55:41.8896474+00:00,Choose One,2024-05-27T19:55:43.2287309+00:00,,,,Female,1.0,
58f66711f4ce600001016eeb,43,Age,,43,2024-05-27T19:55:44.1835762+00:00,Choose One,2024-05-27T19:55:46.6266593+00:00,,,,35-44 years,2.0,
5c4d87576aeb5d00010184f8,1,Intro,Rail User Survey (5-point) ,1,2024-05-27T19:53:06.9404149+00:00,Confirmation,2024-05-27T19:53:34.3795786+00:00,True,,,,,
5c4d87576aeb5d00010184f8,4,I1,,4,2024-05-27T19:54:07.3744086+00:00,Discrete Scale,2024-05-27T19:54:16.3498277+00:00,,3.0, ,,,
5c4d87576aeb5d00010184f8,5,S1,,5,2024-05-27T19:54:17.5282652+00:00,Discrete Scale,2024-05-27T19:54:21.2273276+00:00,,2.0, ,,,
5c4d87576aeb5d00010184f8,6,I2,,6,2024-05-27T19:54:22.6174475+00:00,Discrete Scale,2024-05-27T19:54:31.7384768+00:00,,4.0, ,,,
5c4d87576aeb5d00010184f8,7,S2,,7,2024-05-27T19:54:32.7954858+00:00,Discrete Scale,2024-05-27T19:54:35.7136265+00:00,,4.0, ,,,
5c4d87576aeb5d00010184f8,8,I3,,8,2024-05-27T19:54:36.7723585+00:00,Discrete Scale,2024-05-27T19:54:39.6566383+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,9,S3,,9,2024-05-27T19:54:40.6996798+00:00,Discrete Scale,2024-05-27T19:54:58.679188+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,10,I4,,10,2024-05-27T19:54:59.7965786+00:00,Discrete Scale,2024-05-27T19:55:02.121321+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,11,S4,,11,2024-05-27T19:55:03.0225539+00:00,Discrete Scale,2024-05-27T19:55:09.239755+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,12,I5,,12,2024-05-27T19:55:10.3262385+00:00,Discrete Scale,2024-05-27T19:55:11.923887+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,13,S5,,13,2024-05-27T19:55:12.8282477+00:00,Discrete Scale,2024-05-27T19:55:14.5725825+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,14,I6,,14,2024-05-27T19:55:15.4834023+00:00,Discrete Scale,2024-05-27T19:55:18.7612326+00:00,,3.0,  ,,,
5c4d87576aeb5d00010184f8,15,S6,,15,2024-05-27T19:55:19.7193783+00:00,Discrete Scale,2024-05-27T19:55:21.8237514+00:00,,3.0,  ,,,
5c4d87576aeb5d00010184f8,16,I7,,16,2024-05-27T19:55:22.7527553+00:00,Discrete Scale,2024-05-27T19:55:29.0077771+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,17,S7,,17,2024-05-27T19:55:30.2358736+00:00,Discrete Scale,2024-05-27T19:55:32.6925141+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,18,I8,,18,2024-05-27T19:55:33.7454591+00:00,Discrete Scale,2024-05-27T19:55:35.7964489+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,19,S8,,19,2024-05-27T19:55:36.6605279+00:00,Discrete Scale,2024-05-27T19:55:37.6795022+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,20,I9,,20,2024-05-27T19:55:38.4623214+00:00,Discrete Scale,2024-05-27T19:55:39.2583771+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,21,S9,,21,2024-05-27T19:55:40.4630845+00:00,Discrete Scale,2024-05-27T19:55:41.5864933+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,22,I10,,22,2024-05-27T19:55:42.4650063+00:00,Discrete Scale,2024-05-27T19:55:49.4798801+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,23,S10,,23,2024-05-27T19:55:50.4325829+00:00,Discrete Scale,2024-05-27T19:55:57.1344653+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,24,I11,,24,2024-05-27T19:55:58.067823+00:00,Discrete Scale,2024-05-27T19:55:59.9243958+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,25,S11,,25,2024-05-27T19:56:00.8650303+00:00,Discrete Scale,2024-05-27T19:56:10.9988866+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,26,I12,,26,2024-05-27T19:56:11.9785135+00:00,Discrete Scale,2024-05-27T19:56:13.5610008+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,27,S12,,27,2024-05-27T19:56:14.4311202+00:00,Discrete Scale,2024-05-27T19:56:15.8722046+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,28,I13,,28,2024-05-27T19:56:16.6771005+00:00,Discrete Scale,2024-05-27T19:56:18.0940153+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,29,S13,,29,2024-05-27T19:56:18.9256662+00:00,Discrete Scale,2024-05-27T19:56:20.8969804+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,30,I14,,30,2024-05-27T19:56:21.6951718+00:00,Discrete Scale,2024-05-27T19:56:22.615014+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,31,S14,,31,2024-05-27T19:56:23.4838538+00:00,Discrete Scale,2024-05-27T19:56:25.0111683+00:00,,4.0,  ,,,
5c4d87576aeb5d00010184f8,32,Overall,,32,2024-05-27T19:56:25.9859063+00:00,Discrete Scale,2024-05-27T19:56:29.5006323+00:00,,3.0,  ,,,
5c4d87576aeb5d00010184f8,34,Ease,,34,2024-05-27T19:56:34.529573+00:00,Discrete Scale,2024-05-27T19:56:42.3642676+00:00,,8.0,9,,,
5c4d87576aeb5d00010184f8,35,Meaningfulness,,35,2024-05-27T19:56:43.2397724+00:00,Discrete Scale,2024-05-27T19:56:47.9163649+00:00,,8.0,9,,,
5c4d87576aeb5d00010184f8,37,Device,,37,2024-05-27T19:56:52.2913617+00:00,Choose One,2024-05-27T19:56:55.5581897+00:00,,,,Tablet,2.0,
5c4d87576aeb5d00010184f8,38,Free text,,38,2024-05-27T19:56:57.3752558+00:00,Free Text,0001-01-01T00:00:00+00:00,,,,,,
5c4d87576aeb5d00010184f8,39,Time,,39,2024-05-27T19:57:01.3764273+00:00,Choose One,2024-05-27T19:57:04.4748224+00:00,,,,Within the last 7 days,0.0,
5c4d87576aeb5d00010184f8,40,Frequency,,40,2024-05-27T19:57:05.8865287+00:00,Choose One,2024-05-27T19:57:07.6016815+00:00,,,,Daily,0.0,
5c4d87576aeb5d00010184f8,41,Propose,,41,2024-05-27T19:57:08.7178802+00:00,Choose One,2024-05-27T19:57:11.5176674+00:00,,,,Commuting,0.0,
5c4d87576aeb5d00010184f8,42,Gender,,42,2024-05-27T19:57:15.1622807+00:00,Choose One,2024-05-27T19:57:16.9080973+00:00,,,,Male,0.0,
5c4d87576aeb5d00010184f8,43,Age,,43,2024-05-27T19:57:17.9130779+00:00,Choose One,2024-05-27T19:57:20.5346853+00:00,,,,55-64 years,4.0,
5ab8cbc53607f50001929fb9,1,Intro,Rail User Survey (5-point) ,1,2024-05-27T19:53:40.3411424+00:00,Confirmation,2024-05-27T19:55:46.5109284+00:00,True,,,,,
5ab8cbc53607f50001929fb9,4,I1,,4,2024-05-27T19:56:30.2532224+00:00,Discrete Scale,2024-05-27T19:56:37.2867025+00:00,,1.0,Not Important,,,
5ab8cbc53607f50001929fb9,5,S1,,5,2024-05-27T19:56:40.5723583+00:00,Discrete Scale,2024-05-27T19:56:49.2080111+00:00,,3.0, ,,,
5ab8cbc53607f50001929fb9,6,I2,,6,2024-05-27T19:56:50.4297139+00:00,Discrete Scale,2024-05-27T19:56:55.9306913+00:00,,5.0,Very Important,,,
5ab8cbc53607f50001929fb9,7,S2,,7,2024-05-27T19:56:57.1052713+00:00,Discrete Scale,2024-05-27T19:56:59.0133643+00:00,,2.0, ,,,
5ab8cbc53607f50001929fb9,8,I3,,8,2024-05-27T19:57:00.5521123+00:00,Discrete Scale,2024-05-27T19:57:04.9729764+00:00,,3.0,  ,,,
5ab8cbc53607f50001929fb9,9,S3,,9,2024-05-27T19:57:06.0093923+00:00,Discrete Scale,2024-05-27T19:57:10.0476389+00:00,,3.0,  ,,,
5ab8cbc53607f50001929fb9,10,I4,,10,2024-05-27T19:57:11.0508685+00:00,Discrete Scale,2024-05-27T19:57:17.2121984+00:00,,4.0,  ,,,
5ab8cbc53607f50001929fb9,11,S4,,11,2024-05-27T19:57:18.1176938+00:00,Discrete Scale,2024-05-27T19:57:19.5308462+00:00,,1.0,Not Satisfied,,,
5ab8cbc53607f50001929fb9,12,I5,,12,2024-05-27T19:57:22.0394841+00:00,Discrete Scale,2024-05-27T19:57:27.0645405+00:00,,3.0,  ,,,
5ab8cbc53607f50001929fb9,13,S5,,13,2024-05-27T19:57:27.9709587+00:00,Discrete Scale,2024-05-27T19:57:30.95244+00:00,,3.0,  ,,,
5ab8cbc53607f50001929fb9,14,I6,,14,2024-05-27T19:57:33.0027241+00:00,Discrete Scale,2024-05-27T19:57:38.3801827+00:00,,5.0,Very Important,,,
5ab8cbc53607f50001929fb9,15,S6,,15,2024-05-27T19:57:39.3870721+00:00,Discrete Scale,2024-05-27T19:57:56.7357245+00:00,,3.0,  ,,,
5ab8cbc53607f50001929fb9,16,I7,,16,2024-05-27T19:57:57.650104+00:00,Discrete Scale,2024-05-27T19:58:01.0724948+00:00,,5.0,Very Important,,,
5ab8cbc53607f50001929fb9,17,S7,,17,2024-05-27T19:58:03.1360362+00:00,Discrete Scale,2024-05-27T19:58:05.2752115+00:00,,5.0,Very Satisfied,,,
5ab8cbc53607f50001929fb9,18,I8,,18,2024-05-27T19:58:06.1966252+00:00,Discrete Scale,2024-05-27T19:58:09.1165738+00:00,,5.0,Very Important,,,
5ab8cbc53607f50001929fb9,19,S8,,19,2024-05-27T19:58:09.9848286+00:00,Discrete Scale,2024-05-27T19:58:11.6301419+00:00,,5.0,Very Satisfied,,,
5ab8cbc53607f50001929fb9,20,I9,,20,2024-05-27T19:58:12.4736737+00:00,Discrete Scale,2024-05-27T19:58:16.3960005+00:00,,5.0,Very Important,,,
5ab8cbc53607f50001929fb9,21,S9,,21,2024-05-27T19:58:17.271776+00:00,Discrete Scale,2024-05-27T19:58:18.6518715+00:00,,1.0,Not Satisfied,,,
5ab8cbc53607f50001929fb9,22,I10,,22,2024-05-27T19:58:20.1330846+00:00,Discrete Scale,2024-05-27T19:58:25.248756+00:00,,4.0,  ,,,
5ab8cbc53607f50001929fb9,23,S10,,23,2024-05-27T19:58:26.1949373+00:00,Discrete Scale,2024-05-27T19:58:29.2332757+00:00,,5.0,Very Satisfied,,,
5ab8cbc53607f50001929fb9,24,I11,,24,2024-05-27T19:58:30.1023215+00:00,Discrete Scale,2024-05-27T19:58:33.4305662+00:00,,1.0,Not Important,,,
5ab8cbc53607f50001929fb9,25,S11,,25,2024-05-27T19:58:34.4856392+00:00,Discrete Scale,2024-05-27T19:58:36.4005825+00:00,,3.0,  ,,,
5ab8cbc53607f50001929fb9,26,I12,,26,2024-05-27T19:58:37.2297672+00:00,Discrete Scale,2024-05-27T19:58:40.9646072+00:00,,3.0,  ,,,
5ab8cbc53607f50001929fb9,27,S12,,27,2024-05-27T19:58:41.8303924+00:00,Discrete Scale,2024-05-27T19:58:43.6914465+00:00,,3.0,  ,,,
5ab8cbc53607f50001929fb9,28,I13,,28,2024-05-27T19:58:44.7198772+00:00,Discrete Scale,2024-05-27T19:58:48.2363306+00:00,,5.0,Very Important,,,
5ab8cbc53607f50001929fb9,29,S13,,29,2024-05-27T19:58:49.1828864+00:00,Discrete Scale,2024-05-27T19:58:50.4715191+00:00,,3.0,  ,,,
5ab8cbc53607f50001929fb9,30,I14,,30,2024-05-27T19:58:51.7790257+00:00,Discrete Scale,2024-05-27T19:58:57.945438+00:00,,1.0,Not Important,,,
5ab8cbc53607f50001929fb9,31,S14,,31,2024-05-27T19:58:58.9514451+00:00,Discrete Scale,2024-05-27T19:59:01.3463109+00:00,,5.0,Very Satisfied,,,
5ab8cbc53607f50001929fb9,32,Overall,,32,2024-05-27T19:59:03.0191182+00:00,Discrete Scale,2024-05-27T19:59:05.9178155+00:00,,3.0,  ,,,
5ab8cbc53607f50001929fb9,34,Ease,,34,2024-05-27T19:59:13.09724+00:00,Discrete Scale,2024-05-27T19:59:18.1711772+00:00,,8.0,9,,,
5ab8cbc53607f50001929fb9,35,Meaningfulness,,35,2024-05-27T19:59:19.8823512+00:00,Discrete Scale,2024-05-27T19:59:23.9998341+00:00,,8.0,9,,,
5ab8cbc53607f50001929fb9,37,Device,,37,2024-05-27T19:59:35.8215746+00:00,Choose One,2024-05-27T19:59:38.6738571+00:00,,,,Tablet,2.0,
5ab8cbc53607f50001929fb9,38,Free text,,38,2024-05-27T19:59:40.9337915+00:00,Free Text,0001-01-01T00:00:00+00:00,,,,,,
5ab8cbc53607f50001929fb9,39,Time,,39,2024-05-27T20:00:00.0191892+00:00,Choose One,2024-05-27T20:00:02.7472567+00:00,,,,Within the last 7 days,0.0,
5ab8cbc53607f50001929fb9,40,Frequency,,40,2024-05-27T20:00:04.1677282+00:00,Choose One,2024-05-27T20:00:06.4158306+00:00,,,,Weekly,1.0,
5ab8cbc53607f50001929fb9,41,Propose,,41,2024-05-27T20:00:09.1388327+00:00,Choose One,2024-05-27T20:00:14.5295807+00:00,,,,Friends / Family,2.0,
5ab8cbc53607f50001929fb9,42,Gender,,42,2024-05-27T20:00:15.7744782+00:00,Choose One,2024-05-27T20:00:17.7764101+00:00,,,,Female,1.0,
5ab8cbc53607f50001929fb9,43,Age,,43,2024-05-27T20:00:18.7879322+00:00,Choose One,2024-05-27T20:00:21.0606183+00:00,,,,25-34 years,1.0,
660c0330fac0146521c4d0cb,1,Intro,Rail User Survey (5-point) ,1,2024-05-27T19:53:42.6286235+00:00,Confirmation,2024-05-27T19:54:01.4698606+00:00,True,,,,,
660c0330fac0146521c4d0cb,4,I1,,4,2024-05-27T19:54:15.6693706+00:00,Discrete Scale,2024-05-27T19:54:20.5504946+00:00,,4.0, ,,,
660c0330fac0146521c4d0cb,5,S1,,5,2024-05-27T19:54:22.2050692+00:00,Discrete Scale,2024-05-27T19:54:27.6706005+00:00,,2.0, ,,,
660c0330fac0146521c4d0cb,6,I2,,6,2024-05-27T19:54:28.8625204+00:00,Discrete Scale,2024-05-27T19:54:33.8802088+00:00,,3.0, ,,,
660c0330fac0146521c4d0cb,7,S2,,7,2024-05-27T19:54:34.6654119+00:00,Discrete Scale,2024-05-27T19:54:35.7782613+00:00,,4.0, ,,,
660c0330fac0146521c4d0cb,8,I3,,8,2024-05-27T19:54:36.3331771+00:00,Discrete Scale,2024-05-27T19:54:38.786481+00:00,,4.0,  ,,,
660c0330fac0146521c4d0cb,9,S3,,9,2024-05-27T19:54:39.5048093+00:00,Discrete Scale,2024-05-27T19:54:40.5190735+00:00,,1.0,Not Satisfied,,,
660c0330fac0146521c4d0cb,10,I4,,10,2024-05-27T19:54:41.1846009+00:00,Discrete Scale,2024-05-27T19:54:45.8605848+00:00,,2.0,  ,,,
660c0330fac0146521c4d0cb,11,S4,,11,2024-05-27T19:54:46.612676+00:00,Discrete Scale,2024-05-27T19:54:48.8286237+00:00,,3.0,  ,,,
660c0330fac0146521c4d0cb,12,I5,,12,2024-05-27T19:54:49.2289263+00:00,Discrete Scale,2024-05-27T19:54:52.0190176+00:00,,3.0,  ,,,
660c0330fac0146521c4d0cb,13,S5,,13,2024-05-27T19:54:52.5777683+00:00,Discrete Scale,2024-05-27T19:54:57.807015+00:00,,4.0,  ,,,
660c0330fac0146521c4d0cb,14,I6,,14,2024-05-27T19:54:58.5657735+00:00,Discrete Scale,2024-05-27T19:55:01.2227989+00:00,,2.0,  ,,,
660c0330fac0146521c4d0cb,15,S6,,15,2024-05-27T19:55:02.0533023+00:00,Discrete Scale,2024-05-27T19:55:03.2272793+00:00,,4.0,  ,,,
660c0330fac0146521c4d0cb,16,I7,,16,2024-05-27T19:55:04.3922923+00:00,Discrete Scale,2024-05-27T19:55:05.7929342+00:00,,5.0,Very Important,,,
660c0330fac0146521c4d0cb,17,S7,,17,2024-05-27T19:55:06.6343324+00:00,Discrete Scale,2024-05-27T19:55:08.8747626+00:00,,1.0,Not Satisfied,,,
660c0330fac0146521c4d0cb,18,I8,,18,2024-05-27T19:55:09.6210322+00:00,Discrete Scale,2024-05-27T19:55:11.7393638+00:00,,5.0,Very Important,,,
660c0330fac0146521c4d0cb,19,S8,,19,2024-05-27T19:55:12.2804201+00:00,Discrete Scale,2024-05-27T19:55:14.3691095+00:00,,4.0,  ,,,
660c0330fac0146521c4d0cb,20,I9,,20,2024-05-27T19:55:15.0054668+00:00,Discrete Scale,2024-05-27T19:55:16.6394538+00:00,,1.0,Not Important,,,
660c0330fac0146521c4d0cb,21,S9,,21,2024-05-27T19:55:17.5913161+00:00,Discrete Scale,2024-05-27T19:55:19.878211+00:00,,3.0,  ,,,
660c0330fac0146521c4d0cb,22,I10,,22,2024-05-27T19:55:20.78567+00:00,Discrete Scale,2024-05-27T19:55:23.2166813+00:00,,5.0,Very Important,,,
660c0330fac0146521c4d0cb,23,S10,,23,2024-05-27T19:55:23.8570413+00:00,Discrete Scale,2024-05-27T19:55:25.1136472+00:00,,4.0,  ,,,
660c0330fac0146521c4d0cb,24,I11,,24,2024-05-27T19:55:25.8572106+00:00,Discrete Scale,2024-05-27T19:55:27.8651825+00:00,,2.0,  ,,,
660c0330fac0146521c4d0cb,25,S11,,25,2024-05-27T19:55:28.3540101+00:00,Discrete Scale,2024-05-27T19:55:29.6452935+00:00,,4.0,  ,,,
660c0330fac0146521c4d0cb,26,I12,,26,2024-05-27T19:55:29.9918917+00:00,Discrete Scale,2024-05-27T19:55:31.8077499+00:00,,2.0,  ,,,
660c0330fac0146521c4d0cb,27,S12,,27,2024-05-27T19:55:32.1455464+00:00,Discrete Scale,2024-05-27T19:55:32.7610935+00:00,,4.0,  ,,,
660c0330fac0146521c4d0cb,28,I13,,28,2024-05-27T19:55:33.228042+00:00,Discrete Scale,2024-05-27T19:55:35.449622+00:00,,2.0,  ,,,
660c0330fac0146521c4d0cb,29,S13,,29,2024-05-27T19:55:36.0640944+00:00,Discrete Scale,2024-05-27T19:55:37.2215394+00:00,,4.0,  ,,,
660c0330fac0146521c4d0cb,30,I14,,30,2024-05-27T19:55:37.5265388+00:00,Discrete Scale,2024-05-27T19:55:40.1214105+00:00,,4.0,  ,,,
